Event Id,Event Date,Location,Country,Airport Name,Injury Severity,Aircraft damage,Aircraft Category,Make,Model,Amateur Built,Number of Engines,Engine Type,Purpose of flight,Air carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad phase of flight,City,State,Year,Month,Day,Number of Passengers,Survival rate
20070806X01122,2007-06-08,"GALLATIN, TN",United States,Sumner County,Non-Fatal,Substantial,Airplane,Raytheon  craft,A36,No,1.0,Reciprocating,Business,,0.0,2.0,2.0,0.0,VMC,Descent,Gallatin, TN,2007,6,8,4.0,1.0
20070920X01422,2007-09-05,"LAKELAND, FL",United States,Lakeland Linder Regional,Non-Fatal,Substantial,Helicopter,Bell,206B3,No,1.0,Turbo Shaft,Business,,0.0,0.0,0.0,4.0,VMC,Descent,Lakeland, FL,2007,9,5,4.0,1.0
20070923X01430,2007-09-12,"FORT STOCKTON, TX",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R22 BETA,No,1.0,Reciprocating,Business,,0.0,1.0,1.0,0.0,VMC,Climb,Fort Stockton, TX,2007,9,12,2.0,1.0
20071005X01521,2007-08-15,"Alton, IL",United States,St. Louis Regional Airport,Incident,Minor,Airplane,Piper,PA-32R-301T,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,Descent,Alton, IL,2007,8,15,1.0,1.0
20071105X01726,2007-10-26,"Cedar City, UT",United States,,Fatal(2),Destroyed,Airplane,Piper,PA-28R-200,No,1.0,Reciprocating,Business,,2.0,0.0,0.0,0.0,VMC,Cruise,Cedar City, UT,2007,10,26,2.0,0.0
20071121X01830,2007-11-06,"Garberville, CA",United States,Garberville Airport,Fatal(3),Destroyed,Airplane,Cessna,340,No,2.0,Reciprocating,Business,,3.0,0.0,0.0,0.0,IMC,Approach,Garberville, CA,2007,11,6,3.0,0.0
20071127X01856,2007-11-11,"SUGAR LAND, TX",United States,Sugar Land Regional Airport,Non-Fatal,Substantial,Airplane,Gulfstream Aerospace,G-IV,No,2.0,Turbo Fan,Business,,0.0,0.0,0.0,8.0,VMC,Landing,Sugar Land, TX,2007,11,11,8.0,1.0
20080210X00166,2008-01-02,"Brunswick, GA",United States,Malcolm McKinnon Airport,Non-Fatal,Substantial,Airplane,Beech,A36,No,1.0,Reciprocating,Business,BK Corporation,0.0,0.0,0.0,3.0,VMC,,Brunswick, GA,2008,1,2,3.0,1.0
20080215X00202,2008-01-15,"Fenner, NY",United States,Syracuse International Airport,Non-Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,Adkins Aviation,0.0,1.0,0.0,3.0,IMC,,Fenner, NY,2008,1,15,4.0,1.0
20080228X00246,2008-02-10,"Carefree, AZ",United States,Sky Ranch Airport at Carefree,Non-Fatal,Substantial,Airplane,Cessna,P210N,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Carefree, AZ,2008,2,10,1.0,1.0
20080310X00292,2008-02-13,"Leesburg, VA",United States,Leesburg Executive Airport,Non-Fatal,Substantial,Airplane,Beechcraft,390,No,2.0,Turbo Fan,Business,DEKA Research & Development Corp,0.0,0.0,0.0,2.0,VMC,,Leesburg, VA,2008,2,13,2.0,1.0
20080318X00327,2008-03-08,"Stuart, FL",United States,Witham Field,Non-Fatal,Substantial,Airplane,Cessna,525B,No,2.0,Turbo Fan,Business,"TGC Aircraft Investments, LLC",0.0,0.0,0.0,2.0,VMC,,Stuart, FL,2008,3,8,2.0,1.0
20080318X00329,2008-01-16,"Hereford, TX",United States,ford Municipal Airport,Non-Fatal,Substantial,Airplane,Beech,58P,No,2.0,Reciprocating,Business,,0.0,0.0,0.0,2.0,VMC,,Hereford, TX,2008,1,16,2.0,1.0
20080319X00336,2008-02-22,"Cumberland, MD",United States,Greater Cumberland Regional,Fatal,Substantial,Airplane,Beech,A36,No,1.0,Reciprocating,Business,BZM LLC.,2.0,0.0,0.0,0.0,IMC,,Cumberland, MD,2008,2,22,2.0,0.0
20080410X00449,2008-04-03,"Benson, AZ",United States,Benson Municipal,Fatal,Substantial,Airplane,Beech,95-B55,No,2.0,Reciprocating,Business,James Robertson,2.0,0.0,0.0,0.0,VMC,,Benson, AZ,2008,4,3,2.0,0.0
20080411X00455,2008-04-07,"Paducah, TX",United States,None,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,2.0,VMC,,Paducah, TX,2008,4,7,2.0,1.0
20080417X00511,2008-03-20,"New Albany, MS",United States,New Albany,Non-Fatal,Substantial,Airplane,Piper,PA32,No,1.0,Reciprocating,Business,COOPER ELECTRICAL CONTROLS INC,0.0,0.0,0.0,2.0,VMC,,New Albany, MS,2008,3,20,2.0,1.0
20080505X00591,2008-04-21,"Kodiak, AK",United States,Kodiak,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Business,Brian D. Nolan,0.0,0.0,0.0,3.0,VMC,,Kodiak, AK,2008,4,21,3.0,1.0
20080515X00684,2008-05-10,"Austin, TX",United States,None,Non-Fatal,Substantial,Helicopter,Robinson,R22 MARINE,No,1.0,Reciprocating,Business,Boat Pix,0.0,0.0,0.0,2.0,VMC,,Austin, TX,2008,5,10,2.0,1.0
20080610X00821,2008-04-25,"Coaldale, NV",United States,Argentum Mill Pvt Dirt Strip,Non-Fatal,Substantial,Airplane,Cessna,T210N,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,3.0,VMC,,Coaldale, NV,2008,4,25,3.0,1.0
20080611X00835,2008-06-09,"Bend, OR",United States,Bend Municipal Airport,Non-Fatal,Substantial,Airplane,Mkii   oration,Lancair Legacy 2000,No,1.0,Reciprocating,Business,Lancair International Inc,0.0,0.0,0.0,2.0,VMC,,Bend, OR,2008,6,9,2.0,1.0
20080612X00845,2008-06-05,"Chicago, IL",United States,Chicago Midway International,Non-Fatal,,Airplane,Eclipse Aviation   oration,EA500,No,2.0,Turbo Fan,Business,Kiernan Companies LLC,0.0,0.0,0.0,4.0,VMC,,Chicago, IL,2008,6,5,4.0,1.0
20080627X00931,2008-06-09,"Fall RiverMills, CA",United States,No Name,Non-Fatal,Substantial,Airplane,Piper Cub Crafters,PA-18-150,No,1.0,Reciprocating,Business,Herbert R. Holzapfel,0.0,0.0,0.0,2.0,VMC,,Fall Rivermills, CA,2008,6,9,2.0,1.0
20080729X01124,2008-07-28,"Colorado Springs, CO",United States,U. S. Air Force Academy,Non-Fatal,Substantial,Airplane,Raytheon,COBRA,No,1.0,Reciprocating,Business,Raytheon company,0.0,0.0,0.0,1.0,VMC,,Colorado Springs, CO,2008,7,28,1.0,1.0
20080808X01191,2008-07-02,"Alexandria, MN",United States,Chandler Field Airport,Non-Fatal,Substantial,Airplane,Smith,Aerostar 601P,No,2.0,Reciprocating,Business,,0.0,4.0,0.0,0.0,VMC,,Alexandria, MN,2008,7,2,4.0,1.0
20080812X01225,2008-06-28,"Fullerton, CA",United States,FULLERTON MUNI,Non-Fatal,Substantial,Airplane,Cessna,T206H,No,1.0,Reciprocating,Business,Meridian Health Services,0.0,0.0,0.0,1.0,VMC,,Fullerton, CA,2008,6,28,1.0,1.0
20080820X01269,2008-08-14,"Marysville, OH",United States,Union County,Fatal,Destroyed,Airplane,Beech,58TC,No,2.0,Reciprocating,Business,Corporate Roof Management Systems Ltd.,1.0,0.0,0.0,0.0,VMC,,Marysville, OH,2008,8,14,1.0,0.0
20080825X01304,2008-06-20,"Montgomery, AL",United States,Montgomery Regional Airport,Non-Fatal,Substantial,Airplane,Taylorcraft Aviation,F19,No,1.0,Reciprocating,Business,James W. Freeman,0.0,1.0,0.0,0.0,VMC,,Montgomery, AL,2008,6,20,1.0,1.0
20080826X01326,2008-07-23,"Amberg, WI",United States,,Non-Fatal,Substantial,Helicopter,Enstrom,F28F,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Amberg, WI,2008,7,23,1.0,1.0
20080903X01365,2008-08-14,"Jasper, TX",United States,,Non-Fatal,Minor,Airplane,Raytheon  craft,C90A,No,2.0,Turbo Prop,Business,,0.0,0.0,0.0,1.0,VMC,,Jasper, TX,2008,8,14,1.0,1.0
20080905X01387,2008-08-20,"Baltimore, MD",United States,Baltimore/Washington Thurgood,Non-Fatal,Substantial,Airplane,Cessna,441,No,2.0,Turbo Prop,Business,Avian LLC,0.0,0.0,0.0,4.0,VMC,,Baltimore, MD,2008,8,20,4.0,1.0
20080917X01479,2008-09-10,"Oakland, CA",United States,,Non-Fatal,Substantial,Airplane,Cessna,T210N,No,1.0,Reciprocating,Business,JA MAR INDUSTRIES INC DBA,0.0,0.0,0.0,2.0,VMC,,Oakland, CA,2008,9,10,2.0,1.0
20080919X01503,2008-08-09,"St Paul, MN",United States,St Paul Downtown,Non-Fatal,Substantial,Airplane,Morane-Saulnier,MS-760/B,No,2.0,Turbo Jet,Business,,0.0,0.0,0.0,1.0,VMC,,St Paul, MN,2008,8,9,1.0,1.0
20081031X40047,2008-10-30,"Mesa, AZ",United States,Falcon Field,Non-Fatal,Substantial,Airplane,Cessna,421C,No,2.0,Reciprocating,Business,DRY FORCE INC,0.0,0.0,0.0,5.0,VMC,,Mesa, AZ,2008,10,30,5.0,1.0
20081103X30231,2008-11-02,"San Manuel, AZ",United States,San Manuel Airport,Non-Fatal,Substantial,Airplane,Piper,PA-22-135,No,1.0,Reciprocating,Business,"Anasazi Design Services, LLC.",0.0,0.0,0.0,1.0,VMC,,San Manuel, AZ,2008,11,2,1.0,1.0
20081111X13821,2008-11-11,"Mena, AR",United States,Mena Intermountain,Fatal,Substantial,Airplane,Cessna,177RG,No,1.0,Reciprocating,Business,Jerry L. Smith,1.0,0.0,0.0,0.0,IMC,,Mena, AR,2008,11,11,1.0,0.0
20081116X33137,2008-11-16,"Philadelphia, PA",United States,Philadelphia International,Non-Fatal,Minor,Airplane,Dehavilland,DHC-8-311,No,2.0,Turbo Prop,Business,Piedmont Airlines,0.0,0.0,0.0,38.0,VMC,,Philadelphia, PA,2008,11,16,38.0,1.0
20081117X84838,2008-11-16,"Indian Head, MD",United States,Maryland Airport,Non-Fatal,Substantial,Airplane,Mooney,M20R,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Indian Head, MD,2008,11,16,1.0,1.0
20081124X30428,2008-11-24,"Whites Creek, TN",United States,,Fatal,Destroyed,Airplane,Beech,95-B55 (T4,No,2.0,Reciprocating,Business,SECREST GREGORY L,3.0,0.0,0.0,0.0,IMC,,Whites Creek, TN,2008,11,24,3.0,0.0
20081126X80521,2008-11-25,"Fillmore, UT",United States,,Non-Fatal,Substantial,Helicopter,Hughes,369HS,No,1.0,Turbo Shaft,Business,"SKYHAWK HELICOPTER SERVICE, INC.",0.0,0.0,0.0,1.0,VMC,,Fillmore, UT,2008,11,25,1.0,1.0
20081203X10613,2008-11-20,"Bloomington, IN",United States,Monroe County,Non-Fatal,Substantial,Airplane,Beech,E35,No,1.0,Reciprocating,Business,SIX FOUR ALPHA LLC,0.0,0.0,0.0,1.0,VMC,,Bloomington, IN,2008,11,20,1.0,1.0
20081214X12133,2008-12-14,"Rocksprings, TX",United States,,Fatal,Substantial,Airplane,Beech,C90,No,2.0,Turbo Prop,Business,Western Wings Corp,1.0,0.0,0.0,0.0,VMC,,Rocksprings, TX,2008,12,14,1.0,0.0
20081219X72119,2008-12-17,"Sheridan, WY",United States,Sheridan County Airport,Non-Fatal,Substantial,Airplane,Cessna,210,No,1.0,Reciprocating,Business,Daleray Madewell,0.0,0.0,0.0,1.0,VMC,,Sheridan, WY,2008,12,17,1.0,1.0
20090105X93800,2008-12-23,"Clovis, NM",United States,Clovis Municipal Airport,Non-Fatal,Substantial,Airplane,Socata,TBM 700,No,1.0,Turbo Prop,Business,Caterer's Leasing,0.0,0.0,0.0,4.0,VMC,,Clovis, NM,2008,12,23,4.0,1.0
20090123X63004,2009-01-23,"Flagstaff, AZ",United States,Flagstaff Pulliam Airport,Fatal,Substantial,Airplane,Cessna,205,No,1.0,Reciprocating,Business,,2.0,0.0,0.0,0.0,IMC,,Flagstaff, AZ,2009,1,23,2.0,0.0
20090323X84621,2009-03-20,"Prescott, AZ",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R22,No,1.0,Reciprocating,Business,Airfotos LLC,0.0,0.0,0.0,2.0,VMC,,Prescott, AZ,2009,3,20,2.0,1.0
20090428X81708,2009-04-28,"Mayfield Village, OH",United States,Cuyahoga County,Fatal,Destroyed,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Business,,2.0,0.0,0.0,0.0,IMC,,Mayfield Village, OH,2009,4,28,2.0,0.0
20090521X25139,2009-05-18,"Tacoma, WA",United States,Tacoma Narrows,Non-Fatal,Substantial,Airplane,Cessna,185E,No,1.0,Reciprocating,Business,"Air Rainier, Inc",0.0,0.0,0.0,1.0,IMC,,Tacoma, WA,2009,5,18,1.0,1.0
20090707X52718,2009-07-01,"Santa Teresa, NM",United States,Dona Ana County Airport,Non-Fatal,Substantial,Airplane,Cessna,T210L,No,1.0,Reciprocating,Business,ADVANCED SECURITY CONTRACTORS INC,0.0,0.0,0.0,1.0,VMC,,Santa Teresa, NM,2009,7,1,1.0,1.0
20090710X11929,2009-06-15,"South Haven, MI",United States,South Haven Area Regional Airp,Non-Fatal,Substantial,Airplane,Cessna,A188B,No,1.0,Reciprocating,Business,ROBERTSON CROP DUSTING SERVICE INC,0.0,0.0,0.0,1.0,VMC,,South Haven, MI,2009,6,15,1.0,1.0
20090724X05537,2009-07-24,"Boonsboro, MD",United States,NONE,Fatal,Substantial,Helicopter,Robinson,R44,No,1.0,Reciprocating,Business,Advanced Helicopter Concepts,4.0,0.0,0.0,0.0,VMC,,Boonsboro, MD,2009,7,24,4.0,0.0
20090911X64138,2009-09-04,"Sugar Land, TX",United States,Sugar Land Regional Airport,Non-Fatal,Minor,Airplane,Cessna,421,No,2.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Sugar Land, TX,2009,9,4,1.0,1.0
20091022X84611,2009-09-01,"Rio Blanco, CO",United States,Bishop's Cabin Airstrip,Non-Fatal,Substantial,Airplane,Cessna,175,No,1.0,Reciprocating,Business,Shelton Drilling Corp,0.0,0.0,0.0,1.0,VMC,,Rio Blanco, CO,2009,9,1,1.0,1.0
20091209X94124,2009-12-09,"Eagle Pass, TX",United States,Maverick County Memorial Intnl,Fatal,Destroyed,Airplane,Beech,A36,No,1.0,Reciprocating,Business,,1.0,0.0,0.0,0.0,IMC,,Eagle Pass, TX,2009,12,9,1.0,0.0
20100111X10557,2010-01-08,"Eagle, CO",United States,Eagle County Airport,Non-Fatal,Substantial,Airplane,Dassault Falcon,20C,No,2.0,,Business,Aerotaxis dos mil,0.0,0.0,0.0,7.0,VMC,,Eagle, CO,2010,1,8,7.0,1.0
20100121X11234,2010-01-19,"Sioux City, IA",United States,Sioux Gateway Airport/Col. Bud,Non-Fatal,Substantial,Airplane,Beech,B200,No,2.0,Turbo Prop,Business,Blue Cross and Blue Shield of Iowa,0.0,0.0,0.0,4.0,IMC,,Sioux City, IA,2010,1,19,4.0,1.0
20100124X04040,2010-01-24,"Sugar Grove, IL",United States,Aurora Municipal Airport,Fatal,Destroyed,Airplane,Smith,AEROSTAR 601P,No,2.0,Reciprocating,Business,Gary L. Bradford,2.0,0.0,0.0,0.0,IMC,,Sugar Grove, IL,2010,1,24,2.0,0.0
20100212X05854,2010-02-12,"Forest City, IA",United States,Forest City Municipal Airport,Fatal,Substantial,Airplane,Piper,PA-31T,No,2.0,Turbo Prop,Business,"Mayes Aviation, LLC.",1.0,0.0,0.0,0.0,VMC,,Forest City, IA,2010,2,12,1.0,0.0
20100217X01727,2010-02-17,"Amarillo, TX",United States,Tradewind Airport,Fatal,Substantial,Airplane,Piper,PA-30,No,2.0,Reciprocating,Business,William Ellett,2.0,0.0,0.0,0.0,VMC,,Amarillo, TX,2010,2,17,2.0,0.0
20100306X65115,2010-03-06,"Miami, FL",United States,Kendall-Tamiami Executive Airp,Non-Fatal,Substantial,Airplane,Cessna,P210N,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Miami, FL,2010,3,6,1.0,1.0
20100319X10454,2010-03-18,"Artesia, NM",United States,Artesia Municipal Airport,Non-Fatal,Substantial,Airplane,Cessna,421B,No,2.0,Reciprocating,Business,EARLS AVIATION INC,0.0,0.0,0.0,2.0,VMC,,Artesia, NM,2010,3,18,2.0,1.0
20100319X35533,2010-03-20,"Morton, WA",United States,Strom Field Airport,Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Business,Shane Sullivan,1.0,0.0,1.0,0.0,VMC,,Morton, WA,2010,3,20,2.0,0.5
20100325X41649,2010-03-25,"Terry, MT",United States,Terry Airport,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,No,1.0,Reciprocating,Business,Daniel Miller,0.0,0.0,0.0,2.0,VMC,,Terry, MT,2010,3,25,2.0,1.0
20100404X92336,2010-04-03,"Princeton, KY",United States,Princeton-Caldwell County Airp,Non-Fatal,Substantial,Airplane,Mitsubishi,MU-2B-26A,No,2.0,Turbo Prop,Business,WHISKEY DELTA LLC,0.0,1.0,0.0,0.0,VMC,,Princeton, KY,2010,4,3,1.0,1.0
20100405X13924,2010-04-01,"Wichita Falls, TX",United States,Kickapoo Downtown Airport,Non-Fatal,Substantial,Airplane,Cessna,182F,No,1.0,Reciprocating,Business,AIR EXECUTIVE AIRCRAFT MANAGEMENT INC,0.0,0.0,0.0,1.0,VMC,,Wichita Falls, TX,2010,4,1,1.0,1.0
20100420X00326,2010-04-16,"Parkersburg, WV",United States,Mid-Ohio Valley Regional,Non-Fatal,Substantial,Airplane,Piper,PA 46-350P,No,1.0,Reciprocating,Business,P & C Aviation LLC,0.0,0.0,0.0,2.0,VMC,,Parkersburg, WV,2010,4,16,2.0,1.0
20100428X51555,2010-04-24,"Clemson, SC",United States,Oconee County Regional,Non-Fatal,Substantial,Airplane,Piper,PA 46-350P,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Clemson, SC,2010,4,24,1.0,1.0
20100503X33523,2010-04-30,"El Paso, TX",United States,El Paso,Non-Fatal,Substantial,Airplane,Beech,A36TC,No,1.0,Reciprocating,Business,SUNNYBRAE 192 LLC TRUSTEE,0.0,2.0,0.0,0.0,VMC,,El Paso, TX,2010,4,30,2.0,1.0
20100518X23809,2010-05-06,"Cape Yakataga, AK",United States,,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,Business,Michael A. Roberts,0.0,0.0,0.0,2.0,VMC,,Cape Yakataga, AK,2010,5,6,2.0,1.0
20100519X82205,2010-05-15,"Seward, AK",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R44,No,1.0,Reciprocating,Business,Polux Aviation,0.0,0.0,0.0,2.0,VMC,,Seward, AK,2010,5,15,2.0,1.0
20100602X45201,2010-06-02,"Anchorage, AK",United States,Merrill Field,Fatal,Substantial,Airplane,Cessna,U206F,No,1.0,Reciprocating,Business,,1.0,0.0,4.0,0.0,VMC,,Anchorage, AK,2010,6,2,5.0,0.8
20100711X15942,2010-07-11,"Tulsa, OK",United States,Tulsa International Airport,Fatal,Substantial,Airplane,Cessna,421,No,2.0,Reciprocating,Business,Chase R. Bales,3.0,0.0,0.0,0.0,VMC,,Tulsa, OK,2010,7,11,3.0,0.0
20100726X85651,2010-07-18,"Coeur d'Alene, ID",United States,Coeur d'Alene-Pappy Boyington,Non-Fatal,Substantial,Airplane,Cessna,A185F,No,1.0,Reciprocating,Business,James Causey,0.0,0.0,0.0,1.0,VMC,,Coeur D'Alene, ID,2010,7,18,1.0,1.0
20100728X70427,2010-07-27,"Oshkosh, WI",United States,Wittman Regional Airport,Non-Fatal,Substantial,Airplane,Hawker Beechcraft,390,No,2.0,Turbo Fan,Business,"Roush Fenway Racing, LLC.",0.0,0.0,2.0,0.0,VMC,,Oshkosh, WI,2010,7,27,2.0,1.0
20100809X84516,2010-08-04,"Vici, OK",United States,Vici Municipal Airport,Non-Fatal,Substantial,Airplane,Cessna,414,No,2.0,Reciprocating,Business,WIRELESS CONNECTIONS,0.0,0.0,0.0,5.0,VMC,,Vici, OK,2010,8,4,5.0,1.0
20100830X30919,2010-08-30,"Belgrade, MT",United States,Bozeman Gallatin Field,Fatal,Substantial,Airplane,Cessna,182C,No,1.0,Reciprocating,Business,"Ikarus Aviation, LLC.",1.0,0.0,0.0,0.0,IMC,,Belgrade, MT,2010,8,30,1.0,0.0
20100908X05150,2010-09-08,"Helena, GA",United States,Telfair-Wheeler Airport,Fatal,Substantial,Airplane,Cessna,182T,No,1.0,Reciprocating,Business,AIR DANDY LLC,1.0,0.0,1.0,0.0,IMC,,Helena, GA,2010,9,8,2.0,0.5
20100912X64456,2010-09-12,"Farmington, NM",United States,Four Corners Regional Airport,Non-Fatal,Substantial,Airplane,Piper,PA46-310P,No,1.0,Reciprocating,Business,AVIONTA LLC,0.0,0.0,0.0,1.0,VMC,,Farmington, NM,2010,9,12,1.0,1.0
20100921X54226,2010-09-15,"Hazard, KY",United States,Wendell H Ford Airport,Non-Fatal,Substantial,Airplane,Mooney,M20J,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Hazard, KY,2010,9,15,1.0,1.0
20100924X23946,2010-09-17,"Duluth, MN",United States,Duluth International,Non-Fatal,Destroyed,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,Lake Superior Helicopters,0.0,1.0,0.0,0.0,VMC,,Duluth, MN,2010,9,17,1.0,1.0
20101001X13012,2010-09-30,"Spokane, WA",United States,Felts Field,Non-Fatal,Substantial,Airplane,Piper,PA-46-350P,No,1.0,Turbo Prop,Business,Garco Equipment Co,0.0,0.0,0.0,5.0,VMC,,Spokane, WA,2010,9,30,5.0,1.0
20101006X70849,2010-10-05,"Columbia, SC",United States,Columbia Metropolitan,Non-Fatal,Substantial,Airplane,Cessna,182P,No,1.0,Reciprocating,Business,WESTMORELAND PATTERSON MOSELEY & HINSON LLP,0.0,1.0,0.0,1.0,VMC,,Columbia, SC,2010,10,5,2.0,1.0
20101025X62111,2010-10-25,"Morton, WA",United States,,Fatal,Substantial,Airplane,Cessna,340A,No,2.0,Reciprocating,Business,PACIFIC CATARACT AND LASER INSTITUTE,3.0,0.0,0.0,0.0,IMC,,Morton, WA,2010,10,25,3.0,0.0
20101108X91241,2010-10-20,"Breakenridge, TX",United States,Stephens County Airport,Non-Fatal,Substantial,Airplane,Hawker,MK-20 Sea Fury,No,1.0,Reciprocating,Business,Cinima Sixteen Inc,0.0,0.0,0.0,1.0,VMC,,Breakenridge, TX,2010,10,20,1.0,1.0
20101108X91810,2010-11-05,"Fruitvale, TX",United States,,Non-Fatal,Substantial,Airplane,Siai-Marchetti,S.205/22R,No,1.0,Reciprocating,Business,"FreddieMac Aviation, LLC",0.0,0.0,1.0,0.0,VMC,,Fruitvale, TX,2010,11,5,1.0,1.0
20101216X50647,2010-12-16,"Moline, IL",United States,Quad City International,Non-Fatal,Substantial,Airplane,Cessna,T182T,No,1.0,Reciprocating,Business,John D. Vander Zee,0.0,2.0,0.0,0.0,IMC,,Moline, IL,2010,12,16,2.0,1.0
20110209X12851,2011-02-07,"Danville, IL",United States,Vermilion Regional Airport,Non-Fatal,Substantial,Airplane,Beech,A36,No,1.0,Reciprocating,Business,Kahler Automation Corporation,0.0,0.0,0.0,3.0,VMC,,Danville, IL,2011,2,7,3.0,1.0
